occ_code,occ_title,total_employment,employment_prse,mean_wage_prse,mean_annual,mean_annual_topcoded,median_annual,median_annual_topcoded,pct10_annual,pct25_annual,pct75_annual,pct90_annual,year
47-4061,Rail-Track Laying and Maintenance Equipment Operators,16480,1.6,0.5,68270.0,False,67370.0,False,45720.0,51630.0,79330.0,84840.0,2024
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,29050,2.7,0.7,52730.0,False,49140.0,False,36500.0,42700.0,60320.0,73670.0,2024
47-4090,Miscellaneous Construction and Related Workers,33530,4.8,1.9,52910.0,False,48120.0,False,35160.0,39990.0,60960.0,77540.0,2024
47-5011,"Derrick Operators, Oil and Gas",11040,6.2,1.6,62490.0,False,62740.0,False,42930.0,49440.0,72820.0,84620.0,2024
47-5012,"Rotary Drill Operators, Oil and Gas",13090,8.4,2.0,70080.0,False,65010.0,False,42750.0,52600.0,81550.0,98510.0,2024
47-5013,"Service Unit Operators, Oil and Gas",44120,3.6,1.1,61530.0,False,57980.0,False,40010.0,47330.0,70510.0,93820.0,2024
47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",34210,2.8,1.2,57860.0,False,52550.0,False,39650.0,46290.0,63630.0,80970.0,2024
47-5023,"Earth Drillers, Except Oil and Gas",17410,4.1,0.9,63260.0,False,59600.0,False,44450.0,49720.0,73530.0,87760.0,2024
47-5032,"Explosives Workers, Ordnance Handling Experts, and Blasters",5680,11.3,3.1,66840.0,False,59110.0,False,45160.0,49860.0,80050.0,104210.0,2024
47-5041,Continuous Mining Machine Operators,14340,3.6,1.1,63920.0,False,63380.0,False,41450.0,50850.0,76850.0,84420.0,2024
47-5043,"Roof Bolters, Mining",2230,5.3,0.9,74760.0,False,76640.0,False,50880.0,67110.0,80230.0,87420.0,2024
47-5044,"Loading and Moving Machine Operators, Underground Mining",6130,4.9,1.1,68470.0,False,68860.0,False,48310.0,59130.0,76820.0,82900.0,2024
47-5049,"Underground Mining Machine Operators, All Other",3480,14.5,3.8,67830.0,False,67220.0,False,46930.0,50660.0,80440.0,82750.0,2024
47-5051,"Rock Splitters, Quarry",3080,8.3,1.8,50540.0,False,47460.0,False,37240.0,39990.0,58290.0,68380.0,2024
47-5071,"Roustabouts, Oil and Gas",45330,4.6,1.2,49060.0,False,47510.0,False,35650.0,38330.0,57170.0,64010.0,2024
47-5081,Helpers--Extraction Workers,6720,5.6,1.2,50330.0,False,48400.0,False,35770.0,39980.0,57560.0,68240.0,2024
47-5099,"Extraction Workers, All Other",6070,8.5,2.3,54780.0,False,50110.0,False,35720.0,39120.0,65350.0,80780.0,2024
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",600680,0.5,0.3,82930.0,False,78300.0,False,48460.0,61240.0,99630.0,124280.0,2024
49-2011,"Computer, Automated Teller, and Office Machine Repairers",73010,2.6,0.7,49820.0,False,46860.0,False,35120.0,38290.0,59420.0,69560.0,2024
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",11400,6.6,1.7,69180.0,False,64190.0,False,42360.0,50610.0,84770.0,102550.0,2024
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",153890,2.0,0.5,66650.0,False,62630.0,False,42440.0,50580.0,80040.0,94970.0,2024
49-2091,Avionics Technicians,20900,3.0,0.7,82350.0,False,81390.0,False,49770.0,65170.0,98990.0,113580.0,2024
49-2092,"Electric Motor, Power Tool, and Related Repairers",16570,6.2,1.3,56820.0,False,53990.0,False,36310.0,44480.0,66180.0,79230.0,2024
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",7310,5.3,2.1,80980.0,False,82730.0,False,49490.0,65750.0,95730.0,106110.0,2024
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",59990,2.4,0.7,72950.0,False,71300.0,False,44980.0,56750.0,85160.0,103060.0,2024
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",23040,2.4,0.7,97460.0,False,100940.0,False,60820.0,79930.0,114740.0,127970.0,2024
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",10140,6.7,2.5,50240.0,False,47940.0,False,31680.0,39970.0,58900.0,70480.0,2024
49-2097,Audiovisual Equipment Installers and Repairers,22170,5.7,2.2,55740.0,False,50620.0,False,36310.0,43330.0,63250.0,82150.0,2024
49-2098,Security and Fire Alarm Systems Installers,81510,2.3,0.8,60040.0,False,59300.0,False,38410.0,47330.0,71340.0,81980.0,2024
49-3011,Aircraft Mechanics and Service Technicians,136390,1.2,0.8,80780.0,False,78680.0,False,47790.0,61920.0,95050.0,120080.0,2024
49-3021,Automotive Body and Related Repairers,155220,1.5,0.7,58830.0,False,51680.0,False,36390.0,45000.0,64780.0,87040.0,2024
49-3022,Automotive Glass Installers and Repairers,18940,4.5,0.9,49580.0,False,47260.0,False,35080.0,39990.0,58160.0,67480.0,2024
49-3023,Automotive Service Technicians and Mechanics,688840,0.6,0.3,55260.0,False,49670.0,False,33660.0,38140.0,65660.0,80850.0,2024
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,287230,1.0,0.3,62480.0,False,60640.0,False,41670.0,49240.0,73690.0,85980.0,2024
49-3041,Farm Equipment Mechanics and Service Technicians,36880,2.0,0.6,55290.0,False,52080.0,False,36920.0,45660.0,63070.0,76860.0,2024
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",180270,1.6,0.9,67580.0,False,63980.0,False,45450.0,53500.0,78090.0,92360.0,2024
49-3043,Rail Car Repairers,18300,2.1,0.5,67610.0,False,65680.0,False,45670.0,51640.0,80150.0,92000.0,2024
49-3051,Motorboat Mechanics and Service Technicians,24250,3.1,1.3,56450.0,False,54950.0,False,35950.0,45070.0,65120.0,78820.0,2024
49-3052,Motorcycle Mechanics,14010,3.6,0.7,49650.0,False,47200.0,False,31770.0,38270.0,58880.0,70210.0,2024
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,34240,2.2,0.6,48200.0,False,46560.0,False,33600.0,38260.0,56080.0,64540.0,2024
49-3091,Bicycle Repairers,12590,5.1,0.8,41550.0,False,40360.0,False,30640.0,35880.0,47560.0,52130.0,2024
49-3092,Recreational Vehicle Service Technicians,18710,4.3,1.2,55380.0,False,50540.0,False,35480.0,43370.0,63300.0,76650.0,2024
49-3093,Tire Repairers and Changers,106620,1.4,0.4,39140.0,False,37120.0,False,29880.0,33990.0,43810.0,48900.0,2024
49-9011,Mechanical Door Repairers,27970,6.0,1.1,54110.0,False,51050.0,False,37160.0,44720.0,61350.0,73160.0,2024
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",46920,2.6,0.7,75970.0,False,74690.0,False,43840.0,53060.0,97400.0,109050.0,2024
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",396870,1.2,0.5,62690.0,False,59810.0,False,39130.0,47850.0,74820.0,91020.0,2024
49-9031,Home Appliance Repairers,31940,4.5,1.5,53580.0,False,49410.0,False,33280.0,40280.0,61750.0,77800.0,2024
49-9041,Industrial Machinery Mechanics,421940,0.8,0.3,67160.0,False,63760.0,False,45090.0,52710.0,78070.0,92730.0,2024
49-9043,"Maintenance Workers, Machinery",56540,1.8,0.5,61820.0,False,60500.0,False,40080.0,48600.0,72260.0,83560.0,2024
49-9044,Millwrights,40660,2.8,1.0,68640.0,False,65170.0,False,45100.0,55420.0,80580.0,93740.0,2024
49-9045,"Refractory Materials Repairers, Except Brickmasons",1100,11.5,4.9,61480.0,False,58540.0,False,37050.0,48380.0,73940.0,81440.0,2024
49-9051,Electrical Power-Line Installers and Repairers,123680,1.7,0.4,90110.0,False,92560.0,False,50020.0,65740.0,107940.0,126610.0,2024
49-9052,Telecommunications Line Installers and Repairers,98360,2.2,0.8,72440.0,False,70500.0,False,42940.0,50620.0,95520.0,104840.0,2024
49-9061,Camera and Photographic Equipment Repairers,2010,20.3,3.4,53420.0,False,49300.0,False,36020.0,42590.0,62400.0,76550.0,2024
49-9062,Medical Equipment Repairers,60830,2.7,0.8,66810.0,False,62630.0,False,39060.0,48100.0,79440.0,99290.0,2024
49-9063,Musical Instrument Repairers and Tuners,5730,5.2,2.0,49020.0,False,45320.0,False,30130.0,35820.0,56960.0,73430.0,2024
49-9064,Watch and Clock Repairers,1300,12.8,3.4,62450.0,False,60690.0,False,39920.0,46530.0,77340.0,92570.0,2024
49-9069,"Precision Instrument and Equipment Repairers, All Other",9680,4.9,1.2,70420.0,False,67080.0,False,44530.0,52090.0,82030.0,100730.0,2024
49-9071,"Maintenance and Repair Workers, General",1531700,0.4,0.2,52430.0,False,48620.0,False,33860.0,39050.0,61710.0,76110.0,2024
49-9081,Wind Turbine Service Technicians,11220,8.7,1.4,67580.0,False,62580.0,False,49110.0,58910.0,75640.0,88090.0,2024
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",28260,3.8,0.9,48530.0,False,47350.0,False,31420.0,38580.0,56290.0,64720.0,2024
49-9092,Commercial Divers,3430,12.6,5.1,78110.0,False,61130.0,False,39130.0,49370.0,93840.0,152580.0,2024
49-9094,Locksmiths and Safe Repairers,15550,2.0,1.0,55200.0,False,50490.0,False,34750.0,40650.0,64330.0,79340.0,2024
49-9095,Manufactured Building and Mobile Home Installers,2610,13.0,2.9,42620.0,False,41080.0,False,30280.0,35290.0,48410.0,57190.0,2024
49-9096,Riggers,24190,4.8,1.6,66600.0,False,62060.0,False,38930.0,47940.0,79340.0,100480.0,2024
49-9097,Signal and Track Switch Repairers,8210,2.8,1.1,84940.0,False,83600.0,False,57410.0,75680.0,95620.0,104860.0,2024
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",97540,2.0,0.5,40750.0,False,38860.0,False,28770.0,33760.0,46600.0,54650.0,2024
49-9099,"Installation, Maintenance, and Repair Workers, All Other",183690,1.7,0.5,53270.0,False,48640.0,False,35270.0,40700.0,61090.0,77150.0,2024
51-1011,First-Line Supervisors of Production and Operating Workers,685140,0.3,0.2,74540.0,False,71190.0,False,45790.0,56330.0,86770.0,106960.0,2024
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",32890,2.1,0.6,66510.0,False,61680.0,False,46040.0,53180.0,75240.0,94950.0,2024
51-2021,"Coil Winders, Tapers, and Finishers",12170,4.0,1.3,48940.0,False,47260.0,False,35180.0,39380.0,57800.0,62790.0,2024
51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",261140,1.2,0.4,45930.0,False,44040.0,False,34110.0,37450.0,49830.0,61080.0,2024
51-2031,Engine and Other Machine Assemblers,38420,1.6,0.5,56040.0,False,52540.0,False,37950.0,42790.0,70050.0,74300.0,2024
51-2041,Structural Metal Fabricators and Fitters,53380,2.8,0.7,52740.0,False,49900.0,False,37370.0,44290.0,59810.0,70510.0,2024
51-2051,Fiberglass Laminators and Fabricators,18520,3.3,0.8,47320.0,False,45760.0,False,35950.0,39230.0,51530.0,61370.0,2024
51-2061,Timing Device Assemblers and Adjusters,230,38.4,15.1,42410.0,False,40790.0,False,26240.0,27850.0,58440.0,65580.0,2024
51-2090,Miscellaneous Assemblers and Fabricators,1457800,0.5,0.2,44860.0,False,42210.0,False,31650.0,36660.0,49410.0,62030.0,2024
51-3011,Bakers,231890,2.2,0.5,37670.0,False,36650.0,False,27560.0,31470.0,42570.0,48260.0,2024
51-3021,Butchers and Meat Cutters,140040,1.7,0.4,41300.0,False,38960.0,False,28850.0,34460.0,47200.0,57130.0,2024
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",141090,1.2,0.3,38640.0,False,37700.0,False,29200.0,34050.0,43450.0,48680.0,2024
51-3023,Slaughterers and Meat Packers,67500,1.7,0.4,40710.0,False,39790.0,False,31470.0,35940.0,45930.0,49460.0,2024
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",19500,3.6,0.9,44140.0,False,42730.0,False,32390.0,36610.0,48680.0,60070.0,2024
51-3092,Food Batchmakers,171660,1.6,0.6,42830.0,False,40790.0,False,30850.0,35340.0,49010.0,57800.0,2024
51-3093,Food Cooking Machine Operators and Tenders,27660,3.8,0.8,41930.0,False,40550.0,False,30540.0,35310.0,47420.0,54170.0,2024
51-3099,"Food Processing Workers, All Other",57920,2.3,0.4,39260.0,False,38420.0,False,30290.0,35360.0,43020.0,47470.0,2024
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",65700,2.1,0.5,48170.0,False,46980.0,False,35390.0,39370.0,54360.0,62470.0,2024
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",8760,5.6,0.8,50900.0,False,49240.0,False,35150.0,41350.0,59270.0,69540.0,2024
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",22350,3.1,0.7,50940.0,False,48630.0,False,37090.0,41600.0,57730.0,67500.0,2024
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",174430,1.2,0.3,47060.0,False,45590.0,False,35000.0,38400.0,52150.0,62650.0,2024
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",5310,4.9,1.2,50330.0,False,46630.0,False,35360.0,41100.0,56820.0,65200.0,2024
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",70110,1.5,0.3,46600.0,False,45190.0,False,34980.0,38420.0,51380.0,61550.0,2024
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",18970,3.4,0.7,50190.0,False,48620.0,False,36200.0,41180.0,58100.0,65450.0,2024
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",13810,4.8,1.1,52940.0,False,48310.0,False,36810.0,41650.0,61290.0,75000.0,2024
51-4041,Machinists,298790,1.0,0.3,57390.0,False,56150.0,False,38100.0,46250.0,64910.0,78760.0,2024
51-4051,Metal-Refining Furnace Operators and Tenders,20330,2.4,0.6,57290.0,False,55770.0,False,38760.0,46550.0,65070.0,80280.0,2024
51-4052,"Pourers and Casters, Metal",5830,4.6,0.7,51320.0,False,48940.0,False,37250.0,41410.0,59850.0,68030.0,2024
51-4061,"Model Makers, Metal and Plastic",3230,7.8,1.5,65840.0,False,62700.0,False,38430.0,48860.0,79470.0,95780.0,2024
51-4062,"Patternmakers, Metal and Plastic",1570,8.8,2.0,57930.0,False,54540.0,False,39150.0,47520.0,66590.0,79690.0,2024
51-4071,Foundry Mold and Coremakers,12720,3.8,0.6,46910.0,False,45700.0,False,36220.0,39370.0,51360.0,61390.0,2024
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",154820,1.5,0.4,44130.0,False,41230.0,False,31990.0,36290.0,49100.0,60110.0,2024
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",129850,1.9,0.5,48590.0,False,46060.0,False,34130.0,38320.0,56220.0,72850.0,2024
51-4111,Tool and Die Makers,55130,1.4,0.4,65100.0,False,63180.0,False,44200.0,51200.0,77430.0,87660.0,2024
51-4121,"Welders, Cutters, Solderers, and Brazers",424040,0.7,0.3,55100.0,False,51000.0,False,38130.0,45580.0,61610.0,75850.0,2024
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",36290,2.6,0.5,49270.0,False,47060.0,False,35780.0,39480.0,55870.0,66190.0,2024
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",14590,3.1,0.7,49030.0,False,47450.0,False,35260.0,39900.0,56330.0,64290.0,2024
51-4192,"Layout Workers, Metal and Plastic",5610,4.9,1.9,65770.0,False,61870.0,False,40430.0,51810.0,76980.0,93230.0,2024
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",31510,2.7,0.7,43820.0,False,41600.0,False,31940.0,36620.0,48990.0,58320.0,2024
51-4194,"Tool Grinders, Filers, and Sharpeners",5730,4.8,1.1,51790.0,False,48970.0,False,33770.0,39520.0,60210.0,74120.0,2024
51-4199,"Metal Workers and Plastic Workers, All Other",20270,4.6,1.1,45850.0,False,42750.0,False,33850.0,36890.0,49930.0,62800.0,2024
51-5111,Prepress Technicians and Workers,23070,2.6,0.7,49130.0,False,47300.0,False,34270.0,39000.0,57530.0,65530.0,2024
51-5112,Printing Press Operators,145110,1.3,0.4,46620.0,False,45160.0,False,31450.0,36970.0,54340.0,63060.0,2024
51-5113,Print Binding and Finishing Workers,36470,2.5,0.5,43040.0,False,39820.0,False,31110.0,36070.0,48240.0,57980.0,2024
51-6011,Laundry and Dry-Cleaning Workers,195360,1.9,0.4,33990.0,False,33800.0,False,26270.0,29530.0,36760.0,42370.0,2024
51-6021,"Pressers, Textile, Garment, and Related Materials",26830,3.6,0.7,33370.0,False,33880.0,False,24960.0,29060.0,36830.0,41410.0,2024
51-6031,Sewing Machine Operators,109590,1.9,0.4,36680.0,False,36000.0,False,26860.0,31200.0,40810.0,47060.0,2024
51-6041,Shoe and Leather Workers and Repairers,7640,5.9,1.2,36280.0,False,35950.0,False,25170.0,29400.0,41400.0,48090.0,2024
51-6042,Shoe Machine Operators and Tenders,3270,8.7,2.0,37230.0,False,38160.0,False,24160.0,30450.0,43390.0,47860.0,2024
51-6051,"Sewers, Hand",2240,11.8,1.9,34810.0,False,33760.0,False,25530.0,29210.0,38180.0,46320.0,2024
51-6052,"Tailors, Dressmakers, and Custom Sewers",16290,5.7,1.7,44050.0,False,40860.0,False,27110.0,33480.0,49780.0,62490.0,2024
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,5820,8.3,1.7,39000.0,False,37320.0,False,28990.0,32350.0,43230.0,47660.0,2024
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",8960,3.4,0.7,38500.0,False,37940.0,False,27230.0,32380.0,43710.0,49080.0,2024
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",14530,2.5,0.6,39470.0,False,38260.0,False,29640.0,34530.0,44180.0,48070.0,2024
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",20600,2.4,0.6,38440.0,False,37660.0,False,30380.0,35270.0,40970.0,46940.0,2024
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",14900,4.9,1.1,47420.0,False,44980.0,False,35590.0,38990.0,54690.0,63650.0,2024
51-6092,Fabric and Apparel Patternmakers,2860,8.1,2.6,71630.0,False,67670.0,False,34590.0,44110.0,91080.0,112540.0,2024
51-6093,Upholsterers,20990,2.9,0.9,46960.0,False,46190.0,False,32190.0,37200.0,51740.0,63600.0,2024
51-6099,"Textile, Apparel, and Furnishings Workers, All Other",14450,4.3,1.1,40410.0,False,37010.0,False,30290.0,32850.0,44810.0,53710.0,2024
51-7011,Cabinetmakers and Bench Carpenters,79540,1.7,0.5,47460.0,False,46020.0,False,34700.0,38240.0,54010.0,63220.0,2024
51-7021,Furniture Finishers,14230,3.7,0.8,44310.0,False,42530.0,False,31200.0,36770.0,49020.0,59820.0,2024
51-7031,"Model Makers, Wood",360,12.5,4.0,59780.0,False,51850.0,False,24710.0,40420.0,80380.0,95850.0,2024
51-7032,"Patternmakers, Wood",180,22.4,4.7,57920.0,False,52520.0,False,40730.0,45450.0,77410.0,83330.0,2024
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",43140,1.8,0.5,42390.0,False,39950.0,False,29670.0,35550.0,47770.0,56560.0,2024
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",63350,2.3,0.4,42290.0,False,40440.0,False,30920.0,36260.0,47650.0,54340.0,2024
51-7099,"Woodworkers, All Other",6590,6.5,1.4,43730.0,False,41220.0,False,30470.0,35890.0,48820.0,60870.0,2024
51-8011,Nuclear Power Reactor Operators,5720,1.0,0.2,122830.0,False,122610.0,False,99300.0,107170.0,131520.0,152690.0,2024
51-8012,Power Distributors and Dispatchers,9180,4.7,0.8,109620.0,False,107240.0,False,70760.0,91670.0,128690.0,144900.0,2024
51-8013,Power Plant Operators,30720,2.1,0.6,95990.0,False,99670.0,False,59930.0,77400.0,111980.0,128760.0,2024
51-8021,Stationary Engineers and Boiler Operators,30780,1.9,0.7,79710.0,False,75190.0,False,47310.0,60110.0,96420.0,121200.0,2024
51-8031,Water and Wastewater Treatment Plant and System Operators,126750,1.1,0.4,60620.0,False,58260.0,False,37870.0,47020.0,71280.0,86160.0,2024
51-8091,Chemical Plant and System Operators,17840,3.7,0.9,76290.0,False,73540.0,False,48000.0,57080.0,98050.0,107790.0,2024
51-8092,Gas Plant Operators,15910,3.4,0.8,85470.0,False,83400.0,False,59040.0,73150.0,100000.0,109350.0,2024
51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",34860,3.7,1.0,90970.0,False,97540.0,False,59790.0,77970.0,104660.0,112920.0,2024
51-8099,"Plant and System Operators, All Other",15950,4.9,1.6,64490.0,False,61710.0,False,40250.0,47860.0,76910.0,92750.0,2024
51-9011,Chemical Equipment Operators and Tenders,127410,1.6,0.6,59800.0,False,57090.0,False,37270.0,45660.0,71400.0,88460.0,2024
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",54200,2.5,0.8,53830.0,False,49500.0,False,35810.0,41830.0,61350.0,75860.0,2024
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",28550,3.3,0.8,49400.0,False,46890.0,False,35380.0,38990.0,58440.0,65980.0,2024
51-9022,"Grinding and Polishing Workers, Hand",11850,4.4,1.1,43550.0,False,41690.0,False,32120.0,36660.0,48410.0,57250.0,2024
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",100840,1.6,0.5,49990.0,False,47680.0,False,35000.0,39800.0,57940.0,67570.0,2024
